docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,lineage_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score
1023779,Symposium on Circulation of Security Models in Southern African Cities,Circulation of models,,,,,,none,no,0,0
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,,,,,,none,no,0,0
1023779,Symposium on Circulation of Security Models in Southern African Cities,Gated residential development,,,,,,none,no,0,0
1023779,Symposium on Circulation of Security Models in Southern African Cities,City Improvement District,,,,,,none,no,0,0
1023779,Symposium on Circulation of Security Models in Southern African Cities,Southern Africa,Southern Africa,Q27394,162726316,Southern Africa > cultural region > region > geographical feature,context,context,no,100,113
1023779,Symposium on Circulation of Security Models in Southern African Cities,Johannesburg,Johannesburg,Q34647,11947620n,Johannesburg > city > urban settlement > urban area,context,context,no,100,114
1023779,Symposium on Circulation of Security Models in Southern African Cities,Cape Town,Cape Town,Q5465,119432557,Cape Town > port city > maritime settlement > human settlement,context,context,no,100,116
1023779,Symposium on Circulation of Security Models in Southern African Cities,Windhoek,Windhoek,Q135432694,,Windhoek > street > transport infrastructure > infrastructure,context,context,no,100,114
1023779,Symposium on Circulation of Security Models in Southern African Cities,Maputo,Maputo,Q3889,,Maputo > city > urban settlement > urban area,context,context,no,100,113
1023779,Symposium on Circulation of Security Models in Southern African Cities,Néoliberalisation,,,,,,none,no,0,0
1023779,Symposium on Circulation of Security Models in Southern African Cities,Transfert de politiques,,,,,,none,no,0,0
1023779,Symposium on Circulation of Security Models in Southern African Cities,Sécurité,sécurité,Q1470670,,sécurité > distress signal > signal > sign,context,context,no,87.5,103.5
1023779,Symposium on Circulation of Security Models in Southern African Cities,Mobilité des politiques urbaines,,,,,,none,no,0,0
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,urban renewal > redevelopment > construction > economic activity,context,context,no,71.4,46.9
1023779,Symposium on Circulation of Security Models in Southern African Cities,Business Improvement Districts,Business improvement districts,Q105547388,,Business improvement districts > business support scheme > government program > initiative,context,context,no,93.3,109
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,Corrosion,Q5173028,,Corrosion > extended play > release group > group,context,context,no,100,112
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Ni-MH batteries,,,,,,none,no,0,0
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Raman micro spectroscopy,,,,,,none,no,0,0
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",TEM,Tem,Q36531,12167223r,Tem > language > languoid > abstract entity,exact_label,exact_label,no,100,50
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Combination of techniques,,,,,,none,no,0,0
1026130,Change and stability interaction processes in SMEs: a comparative case study,Stability,Stability,Q7595719,,Stability > literary work > written work > intellectual work,context,context,no,100,111
1026130,Change and stability interaction processes in SMEs: a comparative case study,Small firms,,,,,,none,no,0,0
1026130,Change and stability interaction processes in SMEs: a comparative case study,Mexico,Mexico,Q178652,,Mexico > city in the United States > municipality in the United States > administrative territorial entity of the United States,context,context,no,100,113
1026130,Change and stability interaction processes in SMEs: a comparative case study,ISO 9000 series,ISO 9000 series,Q206008,,ISO 9000 series > ISO standard > international standard > technical standard,context,context,no,100,114
1026130,Change and stability interaction processes in SMEs: a comparative case study,Change management,change management,Q255144,,change management,context,context,no,94.1,113.5
1026130,Change and stability interaction processes in SMEs: a comparative case study,Change,Change,Q1173443,15273058p,Change > commune of France > commune > political territorial entity,context,context,no,100,112
1026130,Change and stability interaction processes in SMEs: a comparative case study,Case studies,,,,,,none,no,0,0
1052672,Belief functions in telecommunications and network technologies: an overview,THEORIE DES PROBABILITES,,,,,,none,no,0,0
1052672,Belief functions in telecommunications and network technologies: an overview,TELECOMMUNICATION,Telecommunication,Q7695840,,Telecommunication > single > release group > group,exact_label,exact_label,no,100,50
1052672,Belief functions in telecommunications and network technologies: an overview,RESEAU DE TELECOMMUNICATIONS,,,,,,none,no,0,0
1052672,Belief functions in telecommunications and network technologies: an overview,INCERTITUDE,Incertitude,Q106179101,,"Incertitude > version, edition or translation > publication > release",exact_label,exact_label,no,100,50
1053257,Belief functions and uncertainty management in networks and telecommunication,TELECOMMUNICATION,Telecommunication,Q7695840,,Telecommunication > single > release group > group,exact_label,exact_label,no,100,50
1053257,Belief functions and uncertainty management in networks and telecommunication,INCERTITUDE,Incertitude,Q106179101,,"Incertitude > version, edition or translation > publication > release",exact_label,exact_label,no,100,50
1053257,Belief functions and uncertainty management in networks and telecommunication,RESEAU DE TELECOMMUNICATIONS,,,,,,none,no,0,0
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Pharmacokinetic,pharmacokinetics,Q323936,119330931,pharmacokinetics > field of study > knowledge system > conceptual system,context,context,no,90.3,58.2
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Mathematical modeling,Mathematical modeling ontology,Q113014441,,Mathematical modeling ontology > ontology > knowledge base > database,context,context,no,82.4,51.4
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Ribavirin,ribavirin,Q421862,,ribavirin > type of chemical entity > chemical entity > ordinary matter,context,context,no,88.9,104.3
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Pegylated-interferon,,,,,,none,no,0,0
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Protease inhibitor,protease inhibitor,Q166774,,protease inhibitor > group or class of chemical substances > group or class of chemical entities > group or class of physical objects,exact_label,exact_label,no,100,50
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Hepatitis C virus,Hepatitis C virus,Q708693,,Hepatitis C virus > taxon > group or class of living things > group or class of physical objects,context,context,no,100,114
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Non-linear mixed effect models,,,,,,none,no,0,0
1059165,"Using Pharmacokinetic and Viral Kinetic Modeling To Estimate the Antiviral Effectiveness of Telaprevir, Boceprevir, and Pegylated Interferon during Triple Therapy in Treatment-Experienced Hepatitis C Virus-Infected Cirrhotic Patients.",Early viral kinetics,,,,,,none,no,0,0
1060481,π-Conjugated sulfonium-based photoacid generators: an integrated molecular approach for efficient one and two-photon polymerization,20902069,,,,,,none,no,0,0
1060481,π-Conjugated sulfonium-based photoacid generators: an integrated molecular approach for efficient one and two-photon polymerization,Nsfc,,,,,,none,no,0,0
1060481,π-Conjugated sulfonium-based photoacid generators: an integrated molecular approach for efficient one and two-photon polymerization,National natural science foundation of china,National Natural Science Foundation of China,Q4501917,,National Natural Science Foundation of China > funding body > nonprofit organization > organization,exact_label,exact_label,no,100,50
1060481,π-Conjugated sulfonium-based photoacid generators: an integrated molecular approach for efficient one and two-photon polymerization,21074094,,,,,,none,no,0,0
1060481,π-Conjugated sulfonium-based photoacid generators: an integrated molecular approach for efficient one and two-photon polymerization,51173134,,,,,,none,no,0,0
1061949,Reduced-order model for the dynamical analysis of complex structures with a high modal density,Reduced-order model,,,,,,none,no,0,0
1061949,Reduced-order model for the dynamical analysis of complex structures with a high modal density,Structural dynamics,structural dynamics,Q811197,,structural dynamics > academic discipline > field of study > knowledge system,exact_label,exact_label,no,100,50
1061949,Reduced-order model for the dynamical analysis of complex structures with a high modal density,High modal density,,,,,,none,no,0,0
1061949,Reduced-order model for the dynamical analysis of complex structures with a high modal density,ROM,,,,,,none,no,0,0
1064345,Modelling the time fluctuation of indoor air formaldehyde concentrations: variability structure identification and forecasting using non linear models,Formaldehyde,Formaldehyde,Q14922294,,Formaldehyde > single > release group > group,context,context,no,100,112
1064345,Modelling the time fluctuation of indoor air formaldehyde concentrations: variability structure identification and forecasting using non linear models,Clustering,clustering,Q5136710,,clustering,context,context,no,90,105
1064345,Modelling the time fluctuation of indoor air formaldehyde concentrations: variability structure identification and forecasting using non linear models,Forecasting,Forecasting,Q49297242,,Forecasting > painting > two-dimensional visual artwork > visual artwork,context,context,no,100,112
1064345,Modelling the time fluctuation of indoor air formaldehyde concentrations: variability structure identification and forecasting using non linear models,SOTA,SOTA,Q11243978,,SOTA > human > mammal > vertebrate,context,context,no,100,110
1064345,Modelling the time fluctuation of indoor air formaldehyde concentrations: variability structure identification and forecasting using non linear models,SETAR,SETAR,Q7456351,,SETAR > business company > organization > person or organization,context,context,no,100,112
1064711,Turing degree spectra of minimal subshifts,Minimal subshift,,,,,,none,no,0,0
1064711,Turing degree spectra of minimal subshifts,Spectra,Spectra,Q20873111,,Spectra > album > release group > group,context,context,no,100,112
1064711,Turing degree spectra of minimal subshifts,Cone,Cone,Q37299485,,Cone > family name > surname > anthroponym,context,context,no,100,111
1064711,Turing degree spectra of minimal subshifts,Subshift,SUBSHIFT,Q106637555,,SUBSHIFT > human > mammal > vertebrate,exact_label,exact_label,no,100,50
1064711,Turing degree spectra of minimal subshifts,Turing degree,Turing degree,Q1527413,,Turing degree > mathematical concept > concept > abstract entity,context,context,no,100,115
1064801,"Nucleophilic or Electrophilic Interactions of C2 with HX systems (X=F, Cl, Br)",Potential curves,,,,,,none,no,0,0
1064801,"Nucleophilic or Electrophilic Interactions of C2 with HX systems (X=F, Cl, Br)",Long range interactions,,,,,,none,no,0,0
1064801,"Nucleophilic or Electrophilic Interactions of C2 with HX systems (X=F, Cl, Br)",Ab-initio calculations,,,,,,none,no,0,0
1064801,"Nucleophilic or Electrophilic Interactions of C2 with HX systems (X=F, Cl, Br)",Hydrogen halides,,,,,,none,no,0,0
1065102,School evaluation and educating States : trends in four European countries,School Evaluation,,,,,,none,no,0,0
1065102,School evaluation and educating States : trends in four European countries,Education Policies,,,,,,none,no,0,0
1065102,School evaluation and educating States : trends in four European countries,France,France,Q5478259,,France > constituency of the European Parliament > electoral unit > administrative territorial entity,context,context,no,100,114
1065102,School evaluation and educating States : trends in four European countries,England,England,Q21,11930575r,England > constituent country of the United Kingdom > administrative territorial entity of the United Kingdom > administrative territorial entity of a single country,context,context,no,100,114
1065102,School evaluation and educating States : trends in four European countries,Scotland,Scotland,Q22,,Scotland > constituent country of the United Kingdom > administrative territorial entity of the United Kingdom > administrative territorial entity of a single country,context,context,no,100,114
1065102,School evaluation and educating States : trends in four European countries,Switzerland,Switzerland,Q39,11868612h,Switzerland > state > community > social group,context,context,no,100,112
1066522,Maximum entropy modeling of discrete uncertain properties with application to friction,Friction,Friction,Q50810937,,Friction > academic journal > trade magazine > magazine,context,context,no,100,114
1066522,Maximum entropy modeling of discrete uncertain properties with application to friction,Uncertainty,Uncertainty,Q103842662,,Uncertainty > book > document > information resource,context,context,no,100,112
1066522,Maximum entropy modeling of discrete uncertain properties with application to friction,Microslip,,,,,,none,no,0,0
1066522,Maximum entropy modeling of discrete uncertain properties with application to friction,Stochastic process,stochastic process,Q176737,119326416,stochastic process > mathematical concept > concept > abstract entity,exact_label,exact_label,no,100,50
1066522,Maximum entropy modeling of discrete uncertain properties with application to friction,Maximum entropy,maximum entropy,Q106416338,,maximum entropy,exact_label,exact_label,no,100,50
1066522,Maximum entropy modeling of discrete uncertain properties with application to friction,Simulation,simulation,Q45045,,simulation,context,context,no,90,112
1067996,In situ analysis of Titan's tholins by Laser 2 steps Desorption Ionisation,5210 PLANETARY SCIENCES ASTROBIOLOGY Planetary atmospheres,,,,,,none,no,0,0
1067996,In situ analysis of Titan's tholins by Laser 2 steps Desorption Ionisation,Clouds,Clouds,Q16155561,,Clouds > single > release group > group,context,context,no,100,112
1067996,In situ analysis of Titan's tholins by Laser 2 steps Desorption Ionisation,And hazes,,,,,,none,no,0,0
1067996,In situ analysis of Titan's tholins by Laser 2 steps Desorption Ionisation,5405 PLANETARY SCIENCES SOLID SURFACE PLANETS Atmospheres,,,,,,none,no,0,0
1067996,In situ analysis of Titan's tholins by Laser 2 steps Desorption Ionisation,0305 ATMOSPHERIC COMPOSITION AND STRUCTURE Aerosols and particles,,,,,,none,no,0,0
1068081,The Nearest Neighbor entropy estimate: an adequate tool for adaptive MCMC evaluation,Adaptive MCMC algorithms,,,,,,none,no,0,0
1068081,The Nearest Neighbor entropy estimate: an adequate tool for adaptive MCMC evaluation,Bayesian model,Bayesian model reduction,Q55605061,,Bayesian model reduction,context,context,no,73.7,51.2
1068081,The Nearest Neighbor entropy estimate: an adequate tool for adaptive MCMC evaluation,Entropy,Entropy,Q4117933,,Entropy,context,context,no,100,117
1068081,The Nearest Neighbor entropy estimate: an adequate tool for adaptive MCMC evaluation,Kullback divergence,,,,,,none,no,0,0
1068081,The Nearest Neighbor entropy estimate: an adequate tool for adaptive MCMC evaluation,Metropolis-Hastings algorithm,,,,,,none,no,0,0
1068081,The Nearest Neighbor entropy estimate: an adequate tool for adaptive MCMC evaluation,Nearest neighbor estimation,,,,,,none,no,0,0
1068081,The Nearest Neighbor entropy estimate: an adequate tool for adaptive MCMC evaluation,Nonparametric statistic,Nonparametric statistics,Q52452414,,Nonparametric statistics > scholarly article > scientific publication > publication,context,context,no,97.9,59.7
1068317,Analysis of dissociated dislocations in a deformed bicrystal close to the rhombohedral twin orientation in -alumina,Grain boundary,Grain boundary,Q1605670,,Grain boundary,context,context,no,100,110
1068317,Analysis of dissociated dislocations in a deformed bicrystal close to the rhombohedral twin orientation in -alumina,Alumina,Aluminaut,Q447411,,Aluminaut > ship > watercraft > vessel,context,context,no,87.5,52.5
1068317,Analysis of dissociated dislocations in a deformed bicrystal close to the rhombohedral twin orientation in -alumina,Bicrystal,,,,,,none,no,0,0
1068317,Analysis of dissociated dislocations in a deformed bicrystal close to the rhombohedral twin orientation in -alumina,Plasticity,,Q10633026,,Q10633026 > nightclub > music venue > event venue,context,context,no,100,110
1068317,Analysis of dissociated dislocations in a deformed bicrystal close to the rhombohedral twin orientation in -alumina,Dislocations,Dislocations,Q110893377,,Dislocations > art exhibition > exhibition > spatio-temporal entity,context,context,no,100,113
1068317,Analysis of dissociated dislocations in a deformed bicrystal close to the rhombohedral twin orientation in -alumina,Dissociation,Dissociation,Q27813879,,Dissociation > album > release group > group,context,context,no,100,112
1068317,Analysis of dissociated dislocations in a deformed bicrystal close to the rhombohedral twin orientation in -alumina,Transmission electron microscopy,Transmission electron microscopy,Q81928403,,Transmission electron microscopy > scholarly article > scientific publication > publication,context,context,no,100,110
1075166,On the use of information theory for the generation of accelerograms compatible with specifications,Accelerograms,,,,,,none,no,0,0
1075166,On the use of information theory for the generation of accelerograms compatible with specifications,Earthquake,Earthquake,Q14841262,,Earthquake > single > release group > group,context,context,no,100,112
1075166,On the use of information theory for the generation of accelerograms compatible with specifications,Stochastic process,stochastic process,Q176737,119326416,stochastic process > mathematical concept > concept > abstract entity,exact_label,exact_label,no,100,50
1075166,On the use of information theory for the generation of accelerograms compatible with specifications,Information theory,information theory,Q131222,119321069,information theory > branch of science > field of study > knowledge system,context,context,no,94.4,113.7
1075166,On the use of information theory for the generation of accelerograms compatible with specifications,Maximum Entropy,maximum entropy,Q106416338,,maximum entropy,context,context,no,86.7,107
1075166,On the use of information theory for the generation of accelerograms compatible with specifications,Generation of Accelerograms,,,,,,none,no,0,0
1076408,Consumer responses to elimination of overpackaging on private label products,Overpackaging,Overpackaging,Q109973948,,Overpackaging,context,context,no,100,113
1076408,Consumer responses to elimination of overpackaging on private label products,Packaging,Packaging,Q104710367,,Packaging > PM20 subject category > concept > abstract entity,context,context,no,100,113
1076408,Consumer responses to elimination of overpackaging on private label products,Private label,,Q10354059,,Q10354059,context,context,no,100,112
1076408,Consumer responses to elimination of overpackaging on private label products,Product image,product image,Q3796664,,product image,exact_label,exact_label,no,100,50
1076408,Consumer responses to elimination of overpackaging on private label products,Consumer behaviour,,,,,,none,no,0,0
1078652,MCMC2 (version 1.1): A Monte Carlo code for multiply-charged clusters,Parallel Charging,,,,,,none,no,0,0
1078652,MCMC2 (version 1.1): A Monte Carlo code for multiply-charged clusters,Parallel Tempering,parallel tempering,Q7135015,,parallel tempering,context,context,no,88.9,106.3
1078652,MCMC2 (version 1.1): A Monte Carlo code for multiply-charged clusters,Electrospray ionisation,,,,,,none,no,0,0
1078652,MCMC2 (version 1.1): A Monte Carlo code for multiply-charged clusters,Charged droplets,,,,,,none,no,0,0
1078652,MCMC2 (version 1.1): A Monte Carlo code for multiply-charged clusters,Charged clusters,,,,,,none,no,0,0
1078652,MCMC2 (version 1.1): A Monte Carlo code for multiply-charged clusters,Coarse-grained models,Coarse-grained models for proteins,Q36101080,,Coarse-grained models for proteins > scholarly article > scientific publication > publication,context,context,no,76.4,46.8
1078652,MCMC2 (version 1.1): A Monte Carlo code for multiply-charged clusters,Monte Carlo simulations,Monte Carlo Simulations,Q63926707,,Monte Carlo Simulations > scholarly article > scientific publication > publication,context,context,no,95.7,110.4
1078896,Are there Stable Excited Triplet States of NCS-/CNS- and NCO-/CNO-?,Potential energy functions,Potential energy functions,Q40467193,,Potential energy functions > scholarly article > scientific publication > publication,context,context,no,100,113
1078896,Are there Stable Excited Triplet States of NCS-/CNS- and NCO-/CNO-?,Excited states,,,,,,none,no,0,0
1078896,Are there Stable Excited Triplet States of NCS-/CNS- and NCO-/CNO-?,Molecular anions,Molecular anions,Q33352225,,Molecular anions > scholarly article > scientific publication > publication,context,context,no,100,111
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Palaeolandforms,,,,,,none,no,0,0
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Topographic inversion,,,,,,none,no,0,0
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Denudation history,,,,,,none,no,0,0
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Soil distribution,,,,,,none,no,0,0
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Scarp retreat,scarp retreat,Q7430497,,scarp retreat > geological process > natural process > process,exact_label,exact_label,no,100,50
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Tropical geomorphology,,,,,,none,no,0,0
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Backwearing,,,,,,none,no,0,0
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Hillslope landforms and processes,,,,,,none,no,0,0
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Brazil,Brazil,Q96336236,,Brazil > translated song > song > lyrico-musical work,context,context,no,100,113
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Morphological resistance,,,,,,none,no,0,0
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Downwearing,,,,,,none,no,0,0
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Mass wasting,mass wasting,Q1567542,,mass wasting,context,context,no,91.7,111
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Fault scarp,fault scarp,Q475080,,fault scarp,context,context,no,90.9,113.5
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context,context,no,91.7,114
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Passive margin,passive margin,Q1918464,,passive margin,exact_label,exact_label,no,100,50
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Seismicity,seismicity,Q382539,,seismicity > Alea,context,context,no,90,108
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Differential erosion,,,,,,none,no,0,0
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Soil distribution,,,,,,none,no,0,0
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Relief inversion,,,,,,none,no,0,0
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Denudation history,,,,,,none,no,0,0
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Scarp retreat,scarp retreat,Q7430497,,scarp retreat > geological process > natural process > process,exact_label,exact_label,no,100,50
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Palaeolandforms,,,,,,none,no,0,0
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Northeast Brazil,,,,,,none,no,0,0
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Natural hazards,Natural hazards,Q60069881,,Natural hazards > scholarly article > scientific publication > publication,context,context,no,100,113
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Mass movements,Mass Movements,Q59836242,,Mass Movements > scholarly article > scientific publication > publication,context,context,no,92.9,107.7
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Floods,Floods,Q1090641,,Floods > single > release group > group,context,context,no,100,112
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Hillslope dynamics,,,,,,none,no,0,0
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Relief inversion,,,,,,none,no,0,0
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Tectonics,tectonics,Q193343,,tectonics,context,context,no,88.9,111.3
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Denudation depths,,,,,,none,no,0,0
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Palaeolandforms,,,,,,none,no,0,0
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Laterites,,,,,,none,no,0,0
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Brazil,Brazil,Q96336236,,Brazil > translated song > song > lyrico-musical work,context,context,no,100,115
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Backwearing,,,,,,none,no,0,0
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Downwearing,,,,,,none,no,0,0
