docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,p279_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score,p31_types,p31_label
1002652,Urban stormwater source control policies: why and how?,Urban areas,urban area,Q702492,,human settlement > group of structures or buildings > architectural structure > fixed construction > geographical feature,exact_label,exact_label,no,100,50,,
1002652,Urban stormwater source control policies: why and how?,Urban areas,urban area,Q702492,,human settlement > group of structures or buildings > architectural structure > fixed construction > artificial physical object,exact_label,exact_label,no,100,50,,
1002652,Urban stormwater source control policies: why and how?,Urban areas,urban area,Q702492,,human settlement > group of structures or buildings > architectural structure > work > artificial object,exact_label,exact_label,no,100,50,,
1002652,Urban stormwater source control policies: why and how?,Urban areas,urban area,Q702492,,human settlement > group of structures or buildings > architectural structure > work > cultural artifact,exact_label,exact_label,no,100,50,,
1002652,Urban stormwater source control policies: why and how?,Urban areas,urban area,Q702492,,human settlement > group of structures or buildings > architectural structure > E25 Human-Made Feature > artificial physical object,exact_label,exact_label,no,100,50,,
1002652,Urban stormwater source control policies: why and how?,Source control,,,,,none,none,yes,0,0,,
1002652,Urban stormwater source control policies: why and how?,Policy-making,,,,,none,none,no,0,0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Mixed convection,,,,,none,none,no,0,0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Poiseuille-Rayleigh-Bénard flow,,,,,none,none,no,0,0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > source > entity,context,context,no,100,111,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > phenomenon > occurrent > entity,context,context,no,100,111,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > phenomenon > observable entity > entity,context,context,no,100,111,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > state > property > abstract entity > entity,context,context,no,100,111,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > contributing factor > condition > state,context,context,no,100,111,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Convective instability,Convective instability,Q3268911,,instability > risk source > contributing factor > occurrent > entity,context,context,no,100,111,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Rectangular channel,,,,,none,none,no,0,0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Harmonic inlet excitation,,,,,none,none,no,0,0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,CVD,,,,,none,none,no,0,0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,3D numerical simulations,,,,,none,none,no,0,0,,
1006198,Harmonic mechanical excitations of steady convective instabilities: a means to get more uniform heat transfers in mixed convection flows?,Design of experiments,Design of experiments,Q18465858,,,context,context,no,100,113,,
1015505,The impact of recent reforms on the institutional governance of French universities,France,France,Q142,152383070,,context,context,no,100,113,Q20181813;Q3624078;Q51576574;Q6256;Q7270,sovereign state;colonial power;country;Mediterranean country;republic
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,geolocatable entity > concrete object > object > entity,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,geolocatable entity > concrete object > individual item > entity,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > service provider > organization > person or organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > service provider > organization > corporate body,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > service provider > organization > social system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > service provider > organization > complex system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > service provider > organization > group of humans,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > service provider > provider > economic agent,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational organization > organization > person or organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational organization > organization > corporate body,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational organization > organization > social system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational organization > organization > complex system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational organization > organization > group of humans,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational institution > institution > social structure,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational institution > institution > person or organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,higher education institution > educational institution > educational institution > institution > organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > service provider > organization > person or organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > service provider > organization > corporate body,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > service provider > organization > social system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > service provider > organization > complex system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > service provider > organization > group of humans,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > service provider > provider > economic agent,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational organization > organization > person or organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational organization > organization > corporate body,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational organization > organization > social system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational organization > organization > complex system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational organization > organization > group of humans,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational institution > institution > social structure,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational institution > institution > person or organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > educational institution > educational institution > institution > organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > research institute > research organization > organization > person or organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > research institute > research organization > organization > corporate body,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > research institute > research organization > organization > social system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > research institute > research organization > organization > complex system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > research institute > research organization > organization > group of humans,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > research institute > institute > educational organization > organization,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > person or organization > being,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > corporate body > object,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > corporate body > collective agent,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > corporate body > being,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > social system > system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > complex system > system,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > group of humans > group or class of humans,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,academic institution > academic organisation > organization > group of humans > group of persons,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,geolocatable entity > material entity > independent continuant > continuant > entity,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,University,university,Q3918,11933731d,geolocatable entity > occurrence > occurrent > entity > entity,context,context,no,90,108,Q112872396,type of educational institution
1015505,The impact of recent reforms on the institutional governance of French universities,Governance,governance,Q1553864,,regulation > process > occurrent > entity > entity,context,context,no,90,142,Q11862829;Q1914636;Q96758092,academic discipline;activity;type of regulation and control
1015505,The impact of recent reforms on the institutional governance of French universities,Governance,governance,Q1553864,,regulation > process > sequence > function > binary relation,context,context,no,90,142,Q11862829;Q1914636;Q96758092,academic discipline;activity;type of regulation and control
1015505,The impact of recent reforms on the institutional governance of French universities,Governance,governance,Q1553864,,regulation > process > sequence > function > partial function,context,context,no,90,142,Q11862829;Q1914636;Q96758092,academic discipline;activity;type of regulation and control
1015505,The impact of recent reforms on the institutional governance of French universities,Governance,governance,Q1553864,,regulation > process > sequence > function > multivalued function,context,context,no,90,142,Q11862829;Q1914636;Q96758092,academic discipline;activity;type of regulation and control
1015505,The impact of recent reforms on the institutional governance of French universities,Governance,governance,Q1553864,,regulation > process > sequence > function > generalized function,context,context,no,90,142,Q11862829;Q1914636;Q96758092,academic discipline;activity;type of regulation and control
1015505,The impact of recent reforms on the institutional governance of French universities,Governance,governance,Q1553864,,regulation > process > sequence > class > class,context,context,no,90,142,Q11862829;Q1914636;Q96758092,academic discipline;activity;type of regulation and control
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Component mode synthesis,,,,,none,none,no,0,0,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Dynamic substructuring,dynamic substructuring,Q25112238,,,context,context,no,95.5,107.3,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Flexible interface,,,,,none,none,no,0,0,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > natural science > science > knowledge system,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > natural science > science > knowledge,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > natural science > science > outline of academic disciplines,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > natural science > science > epistemology,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > natural science > science > research,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > natural science > science > logic,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > natural science > science > intellectual activity,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,mechanics > physics > physical sciences > natural science > science,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > computational science > applied mathematics > mathematics > natural science,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > computational science > computer science > formal science > exact science,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > natural science > science > knowledge system,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > natural science > science > knowledge,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > natural science > science > outline of academic disciplines,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > natural science > science > epistemology,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > natural science > science > research,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > natural science > science > logic,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > natural science > science > intellectual activity,context,context,no,95.7,113.4,,
1015767,Clarification about component mode synthesis methods for substructures with physical flexible interfaces,Computational mechanics,computational mechanics,Q919765,,computational physics > physics > physical sciences > natural science > science,context,context,no,95.7,113.4,,
1021415,A simple game generator for creating audio/tactile games,Tactile interface,,,,,none,none,no,0,0,,
1021415,A simple game generator for creating audio/tactile games,Computer game,Computer Gamer,Q868626,,,context,context,no,88.9,54.3,Q41298,magazine
1021415,A simple game generator for creating audio/tactile games,Game authoring tool,,,,,none,none,no,0,0,,
1021415,A simple game generator for creating audio/tactile games,Blind,Blind,Q60328,,,context,context,no,100,111,Q482994,album
1021415,A simple game generator for creating audio/tactile games,Visually disabled,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Security governance,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Neoliberalization,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Circulation of models,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,disruption > occurrence > occurrent > entity > entity,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,disruption > activity > process > occurrent > entity,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,disruption > activity > process > sequence > function,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,disruption > activity > process > sequence > class,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,disruption > stimulus > change > occurrent > entity,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > appliance > physical tool > equipment,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > appliance > physical tool > artificial physical object,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > appliance > physical tool > tool,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > fixed construction > geographical feature > geographic entity,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > fixed construction > geographical feature > concrete object,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > fixed construction > geographical feature > physical location,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > fixed construction > artificial physical object > physical object,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > fixed construction > artificial physical object > artificial object,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > fixed construction > artificial physical object > work,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > obstacle > physical object > material entity,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Road closures,road closure,Q110997968,,roadblock > barricade > obstacle > physical object > concrete object,exact_label,exact_label,no,100,50,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Gated residential development,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,City Improvement District,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Southern Africa,Southern Africa,Q27394,162726316,,context,context,no,100,143,Q3502482;Q82794,cultural region;region
1023779,Symposium on Circulation of Security Models in Southern African Cities,Johannesburg,Johannesburg,Q14714490,,,context,context,no,100,115,Q17343829,unincorporated community in the United States
1023779,Symposium on Circulation of Security Models in Southern African Cities,Cape Town,Cape Town,Q5465,119432557,,context,context,no,100,116,Q105742469;Q108178728;Q15042037;Q1549591;Q2264924,legislative capital;big city;national capital;port city;statistical territorial entity
1023779,Symposium on Circulation of Security Models in Southern African Cities,Windhoek,Windhoek,Q32042422,,,context,context,no,100,115,Q2042028,ravine
1023779,Symposium on Circulation of Security Models in Southern African Cities,Maputo,Maputo,Q3889,,,context,context,no,100,113,Q1549591;Q2264924;Q515;Q56036687,city;big city;port city;municipality of Mozambique
1023779,Symposium on Circulation of Security Models in Southern African Cities,Néoliberalisation,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Transfert de politiques,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Sécurité,sécurité,Q1470670,,,context,context,no,87.5,103.5,Q2355426,distress signal
1023779,Symposium on Circulation of Security Models in Southern African Cities,Mobilité des politiques urbaines,,,,,none,none,no,0,0,,
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > economic activity > intentional human activity > human activity,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > economic activity > transfer > change,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > economic activity > transfer > interaction,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > construction > economic production > process,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > construction > economic production > economic activity,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > construction > economic production > creation,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > construction > technical activity > intentional human activity,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > construction > construction > creation > planned process,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > urban planning > spatial planning > planning > process,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,redevelopment > urban planning > spatial planning > planning > activity,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,government program > initiative > action > occurrence > occurrent,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,government program > initiative > voluntary action > intentional human activity > human activity,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,government program > project > planned process > process > occurrent,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,government program > project > planned process > process > sequence,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Renouvellement urbain,urban renewal,Q920600,131626960,government program > project > planned process > intentional human activity > human activity,context,context,no,71.4,46.9,Q1441983,redevelopment
1023779,Symposium on Circulation of Security Models in Southern African Cities,Business Improvement Districts,Business improvement districts,Q105547388,,,context,context,no,93.3,109,Q105547310,business support scheme
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Corrosion,Corrosion,Q5173028,,,context,context,no,100,112,Q169930,extended play
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Ni-MH batteries,,,,,none,none,no,0,0,,
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",Raman micro spectroscopy,,,,,none,none,no,0,0,,
1025697,"Identification of a new pseudo-binary hydroxide during calendar corrosion of (La, Mg)2Ni7-type hydrogen storage alloys for Nickel-Metal Hydride batteries",TEM,Tem,Q36531,12167223r,Gurunsi > Gur > Volta–Congo > Atlantic–Congo > Niger–Congo,exact_label,exact_label,no,100,50,Q1288568;Q34770,language;modern language
