kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,w_ctx,w_sl,w_p31,w_p279,w_ctx_p31,w_ctx_p279,w_alias_inv,bonus_label,bonus_alias,total
blind,Q37040221,Blind,label,1,0,0.0,0.69,1.0,0.0,45.0,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,29.76
blind,Q135378,Astyanax mexicanus,none,0,0,2.0,3.3,1.0,0.0,42.3,0.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.13
blind,Q514914,Blindheim,none,0,0,2.0,3.69,1.0,0.0,32.3,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.37
blind,Q15856,olm,none,0,0,2.0,4.06,1.0,0.0,42.3,0.0,0.222,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.32
blind,Q2557968,Ślepowron,none,0,0,2.0,2.3,1.0,0.0,33.9,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.19
blind,Q152540,Blind Guardian,none,0,0,0.0,3.83,1.0,0.0,33.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.05
blind,Q2375956,blind loop syndrome,none,0,0,8.0,2.08,1.0,4.0,45.6,44.5,0.222,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,15.32
blind,Q884353,blind shaft,none,0,0,8.0,2.08,0.0,3.0,0.0,43.7,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,13.54
blind,Q1339380,John Fahey,none,0,0,0.0,2.83,1.0,0.0,44.3,0.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.52
blind,Q670328,Blindenmarkt,none,0,0,2.0,3.4,2.0,0.0,43.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.13
blind,Q182458,anthracite,none,0,0,4.0,4.28,0.0,4.0,0.0,44.9,0.182,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.24
blind,Q712586,Blind Willie Johnson,none,0,0,0.0,3.26,1.0,0.0,44.3,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.37
blind,Q2707267,Blind,label,1,0,0.0,2.48,1.0,0.0,37.3,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,36.76
blind,Q906264,phthisis bulbi,none,0,0,0.0,2.2,1.0,3.0,45.6,43.9,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.71
blind,Q4493605,blind soccer,none,0,0,4.0,3.14,2.0,5.0,43.6,44.1,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.76
blind,Q15788974,Blindia,none,0,0,2.0,2.08,1.0,0.0,42.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.66
blind,Q19928333,The blind man,alias,0,1,2.0,1.39,1.0,0.0,38.2,0.0,0.667,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,34.17
blind,Q1246050,visual verbal agnosia,none,0,0,12.0,3.0,2.0,13.0,45.5,24.4,0.08,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,26.19
blind,Q950591,scotoma,none,0,0,0.0,3.0,1.0,10.0,45.6,34.3,0.2,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.63
blind,Q27554412,Blind Channel,none,0,0,0.0,3.43,1.0,0.0,22.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.74
blind,Q2116071,Blindcrake,none,0,0,2.0,2.71,2.0,0.0,47.4,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.83
blind,Q7930717,village lock-up,none,0,0,6.0,1.79,0.0,4.0,0.0,39.9,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.67
blind,Q884271,blindness and education,none,0,0,4.0,3.14,0.0,5.0,0.0,46.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.59
blind,Q19911450,Blind Orion Searching for the Rising Sun,none,0,0,4.0,2.2,1.0,0.0,38.2,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.08
blind,Q1362310,Tasman Bay / Te Tai-o-Aorere,none,0,0,4.0,2.77,1.0,0.0,32.9,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.52
blind,Q779725,Samael,none,0,0,2.0,3.58,2.0,0.0,39.4,0.0,0.105,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.5
blind,Q548656,Blind Faith,none,0,0,0.0,3.37,1.0,0.0,33.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.82
blind,Q181689,Blind Willie McTell,none,0,0,0.0,3.14,1.0,0.0,44.3,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.31
blind,Q37979907,Blind,label,1,0,0.0,0.0,1.0,0.0,38.2,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,26.84
blind,Q616100,speakeasy,none,0,0,2.0,3.26,0.0,3.0,0.0,44.6,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.69
blind,Q45001,Blind Lemon Jefferson,none,0,0,0.0,3.33,1.0,0.0,44.3,0.0,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.66
blind,Q608510,blind experiment,none,0,0,8.0,3.53,0.0,3.0,0.0,44.2,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,14.72
blind,Q884102,Blind,label,1,0,0.0,1.1,1.0,0.0,33.5,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,31.13
blind,Q269829,placebo,none,0,0,0.0,4.29,3.0,6.0,41.1,30.7,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.3
blind,Q121041,appendicite,none,0,0,0.0,4.5,2.0,10.0,48.0,29.3,0.167,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.06
blind,Q25375,Odonata,none,0,0,0.0,4.76,1.0,0.0,42.3,0.0,0.222,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.27
blind,Q9656,appendice iléo-cæcal,none,0,0,0.0,4.28,2.0,5.0,44.4,39.5,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.36
blind,Q9690,fatigue,none,0,0,0.0,4.34,2.0,7.0,49.3,36.4,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.96
blind,Q1937453,blindage mécanique,none,0,0,0.0,2.71,0.0,4.0,0.0,45.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.31
blind,Q228241,Tabanidae,none,0,0,0.0,4.61,1.0,0.0,42.3,0.0,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.28
blind,Q864705,Miridae,none,0,0,0.0,3.61,1.0,0.0,42.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.03
blind,Q8363402,Blind,label,1,0,0.0,1.79,1.0,0.0,37.3,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,33.99
blind,Q2092670,The Blind Boys of Alabama,none,0,0,4.0,3.0,1.0,0.0,33.5,0.0,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.18
blind,Q12876,char de combat,none,0,0,0.0,5.03,2.0,3.0,45.8,44.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.58
blind,Q4926494,Blind,label,1,0,0.0,1.39,1.0,0.0,37.3,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,32.36
blind,Q884108,Blind,label,1,0,0.0,1.39,2.0,0.0,46.0,0.0,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,32.56
blind,Q884163,Blind Melon,none,0,0,0.0,3.04,1.0,0.0,33.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.66
blind,Q868534,munition antiblindage,none,0,0,4.0,3.37,1.0,3.0,42.7,42.5,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.6
blind,Q63173593,véhicule blindé,none,0,0,0.0,1.79,1.0,2.0,40.5,47.2,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.68
blind,Q23022163,Blind,label,1,0,0.0,1.1,1.0,0.0,37.3,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,31.21
blind,Q39079093,Blind,label,1,0,2.0,1.1,2.0,0.0,49.3,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,39.48
blind,Q4859518,Blind River,none,0,0,0.0,2.64,1.0,0.0,42.8,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.05
blind,Q708548,Arthur Baker,none,0,0,0.0,2.56,1.0,0.0,44.3,0.0,0.118,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,2.88
blind,Q79894,braille,none,0,0,2.0,4.69,5.0,2.0,38.4,45.8,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.7
blind,Q105091262,Blind,label,1,0,0.0,0.69,1.0,0.0,44.3,0.0,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,27.75
blind,Q2738491,Blindalys,none,0,0,0.0,1.79,1.0,2.0,15.3,29.3,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.78
blind,Q4926602,Blind Pig Records,none,0,0,2.0,2.08,1.0,0.0,42.2,0.0,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.66
blind,Q742396,Blind Blake,none,0,0,0.0,2.94,1.0,0.0,44.3,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.72
blind,Q2047597,Blindbothel,none,0,0,0.0,2.56,2.0,0.0,47.4,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.36
visually disabled,Q16649002,person with visual disabilities,none,0,0,10.0,1.1,0.0,2.0,0.0,40.6,0.051,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,14.23
theorie DES probabilites,Q5862903,probability theory,none,0,0,2.4,4.55,2.0,2.0,28.2,36.1,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.75
telecommunication,Q418,telecommunications,none,0,0,3.2,4.91,3.0,2.0,41.3,36.2,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.63
telecommunication,Q29565491,Telecommunications Institute,none,0,0,1.6,0.0,1.0,0.0,23.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.97
telecommunication,Q2401749,telecommunication company,none,0,0,3.2,1.61,0.0,11.0,0.0,48.6,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.41
telecommunication,Q1061219,telecommunications engineering,none,0,0,4.8,3.47,3.0,2.0,46.8,40.2,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.93
telecommunication,Q1266169,telephone company,none,0,0,4.0,3.09,0.0,11.0,0.0,49.5,0.167,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,13.88
telecommunication,Q1068715,telecommunications network,none,0,0,2.4,3.56,0.0,5.0,0.0,48.0,0.2,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.66
telecommunication,Q1798641,communication tower,none,0,0,3.2,1.61,0.0,11.0,0.0,48.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,13.16
telecommunication,Q12246069,telecommunications engineer,none,0,0,0.8,0.69,2.0,4.0,35.2,30.1,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.91
telecommunication,Q1780509,telecommunications device,none,0,0,4.8,2.89,0.0,3.0,0.0,43.9,0.182,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.95
telecommunication,Q1144084,utility pole,none,0,0,2.4,3.18,1.0,8.0,28.6,47.7,0.182,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.31
telecommunication,Q55273934,Telecommunications Numbering Plan 2015,none,0,0,3.2,0.0,1.0,0.0,31.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.98
telecommunication,Q204043,teleportation,none,0,0,4.0,4.08,1.0,5.0,19.9,47.3,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.11
telecommunication,Q100399399,"Telecommunications (Miscellaneous Provisions) Act, 1996",none,0,0,2.4,0.0,1.0,0.0,29.5,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.0
telecommunication,Q46622804,telecommunications building,none,0,0,2.4,0.0,0.0,4.0,0.0,47.8,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.69
telecommunication,Q3833047,telecommunications link,none,0,0,2.4,2.89,0.0,4.0,0.0,44.4,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.3
telecommunication,Q11897515,telecommunications technology,none,0,0,0.8,1.1,0.0,4.0,0.0,46.5,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.29
telecommunication,Q7695840,Telecommunication,label,1,0,1.6,1.1,1.0,0.0,21.2,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,35.7
telecommunication,Q7696092,telecommunications service provider,none,0,0,2.4,1.39,0.0,8.0,0.0,48.5,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.78
telecommunication,Q3467747,telecommunications service,none,0,0,1.6,2.3,1.0,2.0,17.9,33.6,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.73
telecommunication,Q17597352,Telecommunications Technology Center of Catalonia,none,0,0,2.4,0.69,1.0,0.0,23.8,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.79
telecommunication,Q2750030,history of telecommunication,none,0,0,2.4,2.64,1.0,6.0,25.0,44.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.23
telecommunication,Q78043953,telecommunications engineering degree,none,0,0,1.6,0.0,2.0,0.0,32.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.86
telecommunication,Q354147,telecommunications device for the deaf,none,0,0,2.4,2.2,0.0,7.0,0.0,50.8,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.61
telecommunication,Q5702359,communications law,none,0,0,3.2,1.1,1.0,3.0,21.3,39.9,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.3
telecommunication,Q7695853,Telecommunications Act 1984,none,0,0,2.4,0.69,1.0,0.0,26.9,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.82
telecommunication,Q52987314,telecommunications museum,none,0,0,1.6,0.0,0.0,2.0,0.0,28.7,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.37
telecommunication,Q58325931,telecommunications policy,none,0,0,0.8,0.0,1.0,4.0,17.9,47.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.22
telecommunication,Q1668014,telecommunications in India,none,0,0,3.2,2.3,1.0,0.0,28.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.1
telecommunication,Q380278,phone fraud,none,0,0,2.4,2.48,0.0,5.0,0.0,48.3,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.03
telecommunication,Q7695847,telecommunication circuit,none,0,0,2.4,1.95,0.0,3.0,0.0,42.7,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.52
telecommunication,Q55445402,telecommunications in Belarus,none,0,0,3.2,1.95,1.0,0.0,28.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.93
telecommunication,Q56758598,Telecommunications Legislation Amendment (Deregulation) Act 2015,none,0,0,3.2,0.0,1.0,0.0,22.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.89
telecommunication,Q107191142,telecommunications law,none,0,0,3.2,0.0,1.0,3.0,21.3,43.9,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.03
telecommunication,Q99069260,TDD number,none,0,0,5.6,0.0,0.0,7.0,0.0,52.1,0.118,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.74
telecommunication,Q56758567,Telecommunications and Postal Services (Transitional Provisions and Consequential Amendments) Act 1989,none,0,0,4.0,0.0,1.0,0.0,22.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.86
telecommunication,Q2142580,telecommunications relay service,none,0,0,5.6,2.08,0.0,2.0,0.0,37.3,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.81
telecommunication,Q115748315,"telecommunications, broadcasting and information supply services",none,0,0,4.0,0.0,1.0,2.0,14.2,33.2,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.25
telecommunication,Q492890,telecommunications in South Korea,none,0,0,3.2,1.79,1.0,0.0,28.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.85
telecommunication,Q18166107,Telecommunications (Interception and Access) Act 1979,none,0,0,4.0,0.69,1.0,0.0,22.3,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.21
telecommunication,Q1778694,Telecommunications Act of 1996,none,0,0,3.2,2.2,1.0,0.0,26.5,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.23
telecommunication,Q18328135,STENTOR,none,0,0,4.8,1.39,3.0,0.0,41.8,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.52
telecommunication,Q376223,Telecommunications Research Establishment,none,0,0,0.8,1.95,1.0,0.0,38.4,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.12
telecommunication,Q112165959,télécommunications filaires,none,0,0,0.0,0.0,1.0,2.0,20.6,24.3,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.9
telecommunication,Q958957,étalement de spectre,none,0,0,0.0,3.3,1.0,6.0,24.4,52.1,0.167,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.21
telecommunication,Q2401742,télécommunications,none,0,0,0.0,2.56,1.0,4.0,20.6,40.7,0.077,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.25
telecommunication,Q29584761,Télécommunications par satellite,none,0,0,0.0,0.69,1.0,3.0,20.6,37.2,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.2
telecommunication,Q7695940,télécommunications en Allemagne,none,0,0,2.4,1.61,1.0,0.0,28.2,0.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.65
telecommunication,Q4202085,Télécommunications en Azerbaïdjan,none,0,0,3.2,2.2,1.0,0.0,28.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.05
telecommunication,Q7696083,télécommunications au Royaume-Uni,none,0,0,4.0,1.39,1.0,0.0,28.2,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.61
telecommunication,Q112165961,télécommunications sans fil,none,0,0,0.0,0.0,1.0,2.0,20.6,25.5,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.41
telecommunication,Q7695910,télécommunications au Canada,none,0,0,3.2,1.39,1.0,0.0,28.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.65
telecommunication,Q4165779,télécommunications en Algérie,none,0,0,0.8,1.1,1.0,0.0,28.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.6
telecommunication,Q112128677,télécommunications sans fil,none,0,0,0.0,0.69,1.0,2.0,20.6,36.5,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.05
telecommunication,Q5780459,télécommunications en Islande,none,0,0,3.2,1.39,1.0,0.0,28.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.65
telecommunication,Q29584759,Télécommunications filaires,none,0,0,0.0,0.0,1.0,3.0,20.6,37.2,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.85
