kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,w_ctx,w_sl,w_p31,w_p279,w_ctx_p31,w_ctx_p279,w_alias_inv,bonus_label,bonus_alias,total
CVD,Q27516596,King's Commissioner of North Holland,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q28530179,King's Commissioner of Gelderland,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q28801911,King's Commissioner of Limburg,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q105427365,King's Commissioner of Overijssel,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q27531658,King's Commissioner of South Holland,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q105427369,King's Commissioner of North Brabant,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q27650822,King's Commissioner of Utrecht,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q110599030,Cimetière de Vieux Doulon,none,0,0,0.6,0.0,1.0,0.0,26.1,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.77
CVD,Q105427368,King's Commissioner of Zeeland,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q105427363,King's Commissioner of Friesland,none,0,0,0.6,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.22
CVD,Q105427362,commissaire du Roi à Groningue,none,0,0,0.0,0.0,1.0,2.0,28.2,28.3,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.01
CVD,Q105427367,commissaire du Roi au Flevoland,none,0,0,0.0,0.0,1.0,2.0,28.2,28.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.51
CVD,Q1068846,Cheerleadervereinigung Deutschland,none,0,0,0.0,0.69,1.0,0.0,23.2,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.38
CVD,Q104970676,CVDQDOSSUTXMST-CYWWHKOBSA-N,none,0,0,0.0,0.0,1.0,2.0,25.6,26.7,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.47
CVD,Q104970674,CVDBEMJTPGTIID-JFVXFANOSA-N,none,0,0,2.4,0.0,1.0,6.0,27.2,22.8,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.69
CVD,Q104970678,CVDQDOSSUTXMST-UHFFFAOYSA-N,none,0,0,2.4,0.0,1.0,2.0,27.2,23.8,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.3
CVD,Q104970677,CVDQDOSSUTXMST-NHZFSLKXSA-N,none,0,0,0.0,0.0,1.0,2.0,25.6,26.7,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.47
design of experiments,Q2334061,design of experiments,label,1,0,1.8,3.43,2.0,3.0,34.7,39.6,0.4,3.0,0.8,2.0,1.5,2.2,2.0,4.0,20.0,0.0,39.73
design of experiments,Q123751201,Design of Experiments for Reliability Achievement,none,0,0,3.0,0.0,1.0,0.0,29.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.64
design of experiments,Q136131533,Design of experiments for locally weighted regression,none,0,0,2.4,0.0,1.0,0.0,20.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.84
corrosion,Q137056,corrosion,label,1,0,4.5,4.41,1.0,6.0,24.6,47.7,0.25,3.0,0.8,2.0,1.5,2.2,2.0,4.0,20.0,0.0,50.66
corrosion,Q111366900,corrosion inhibition,none,0,0,4.5,0.69,1.0,7.0,38.9,43.9,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,13.04
corrosion,Q51843949,GHS05: corrosion,alias,0,1,5.7,0.0,1.0,0.0,22.8,0.0,0.25,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,36.06
corrosion,Q1135391,Corrosion of Conformity,none,0,0,2.3,3.04,1.0,0.0,28.2,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.83
corrosion,Q56737144,Corrosion,label,1,0,1.1,0.0,1.0,0.0,20.9,0.0,1.0,3.0,0.8,2.0,1.5,2.2,2.0,4.0,20.0,0.0,29.87
corrosion,Q2468815,corrosion inhibitor,none,0,0,4.5,3.09,1.0,10.0,32.8,42.1,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,17.47
corrosion,Q1550776,Korroziya Metalla,none,0,0,3.4,2.2,1.0,0.0,28.2,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.77
corrosion,Q55830125,corrosion resistance,none,0,0,5.7,0.0,1.0,0.0,34.6,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.46
corrosion,Q5173034,corrosion fatigue,none,0,0,3.4,2.3,1.0,5.0,33.4,48.8,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.77
corrosion,Q13405532,anti-corrosion treatment,none,0,0,8.0,1.95,0.0,5.0,0.0,47.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,15.39
corrosion,Q3511129,corrosion engineering,none,0,0,1.1,1.95,1.0,0.0,27.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.41
corrosion,Q1469751,Corrosion protection medium,none,0,0,3.4,0.0,1.0,3.0,36.1,47.2,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.43
corrosion,Q113131132,corrosion engineer,none,0,0,1.1,0.0,2.0,3.0,40.5,30.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.41
corrosion,Q101149215,Corrosion of Conformity's albums in chronological order,none,0,0,3.4,0.0,1.0,0.0,20.1,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.59
corrosion,Q65929600,corrosion test,none,0,0,3.4,0.69,1.0,3.0,40.1,43.9,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.79
corrosion,Q101149183,Corrosion of Conformity discography,none,0,0,2.3,0.0,1.0,0.0,31.6,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.34
corrosion,Q63368467,Corrosion Prediction in Residual CO2 Streams: Shifting the Paradigm,none,0,0,3.4,0.0,2.0,0.0,38.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.07
corrosion,Q26377383,Corrosion of Commercial Alloys in a Chlorine-sulfur Atmosphere At High Temperatures,none,0,0,5.7,0.0,1.0,0.0,26.7,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.89
corrosion,Q26359712,Corrosion studies in brines of the Salton Sea geothermal field,none,0,0,4.5,0.0,1.0,0.0,28.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.54
corrosion,Q26369592,Corrosion in geothermal brines of the Salton Sea known geothermal resource area,none,0,0,4.5,0.0,1.0,0.0,28.4,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.54
corrosion,Q68749726,Corrosion and Environmental Degradation II,none,0,0,2.3,0.0,1.0,0.0,28.8,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.82
corrosion,Q27219557,Corrosion Engineering,none,0,0,2.3,0.0,1.0,0.0,28.8,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.82
corrosion,Q11743785,corrosion of metals,none,0,0,2.3,1.1,0.0,3.0,0.0,47.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.46
corrosion,Q16919268,corrosion under insulation,none,0,0,5.7,0.69,0.0,3.0,0.0,47.6,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.35
corrosion,Q5173030,Corrosion in space,none,0,0,3.4,0.69,0.0,3.0,0.0,47.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.62
corrosion,Q12623189,Corrosion Science Society of Korea,none,0,0,2.3,0.69,1.0,0.0,32.3,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.2
corrosion,Q122761132,Corrosion inhibitor composition and methods of inhibiting corrosion during acid pickling,none,0,0,4.5,0.0,1.0,0.0,17.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.43
corrosion,Q585977,corrosion sous contrainte,none,0,0,1.1,2.77,0.0,3.0,0.0,47.6,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.93
corrosion,Q1493450,Corrosion à haute température,none,0,0,2.3,2.2,0.0,3.0,0.0,47.6,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.01
corrosion,Q1272537,Corrosion des aciers dans le béton,none,0,0,2.3,2.3,1.0,0.0,30.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.98
corrosion,Q2367906,galvanic corrosion,none,0,0,2.3,3.14,0.0,2.0,0.0,37.4,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.79
corrosion,Q351261,eau d'alimentation de chaudière,alias,0,1,1.1,2.4,0.0,3.0,0.0,45.0,1.0,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,39.68
corrosion,Q1417876,glass disease,none,0,0,1.1,2.4,0.0,3.0,0.0,46.8,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.94
TEM,Q29023906,temporary exhibition,none,0,0,5.7,1.39,0.0,6.0,0.0,41.8,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.3
TEM,Q616667,temporal lobe epilepsy,none,0,0,0.0,2.94,2.0,4.0,43.6,44.3,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.26
TEM,Q19887878,Wikimedia infobox template,none,0,0,3.4,0.0,0.0,5.0,0.0,46.6,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.66
TEM,Q877647,European route E80,alias,0,1,1.1,3.64,1.0,0.0,35.7,0.0,0.2,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,36.8
TEM,Q17911655,CYLD,alias,0,1,2.3,1.39,1.0,2.0,22.4,30.5,0.154,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,33.06
TEM,Q744818,transmission electron microscope,alias,0,1,1.1,3.4,0.0,2.0,0.0,40.9,0.667,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,39.96
TEM,Q36531,Tem,none,0,0,3.4,3.0,2.0,2.0,42.5,23.6,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.0
TEM,Q21113782,tetraspanin-enriched microdomain,alias,0,1,5.7,0.0,1.0,2.0,24.6,30.7,0.4,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,39.75
TEM,Q1756116,Temnora,none,0,0,1.1,2.48,1.0,0.0,36.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.77
TEM,Q492419,FCR 2001 Duisburg,none,0,0,0.0,3.0,1.0,0.0,17.2,0.0,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.22
TEM,Q7698689,Temple University Beasley School of Law,none,0,0,1.1,1.61,1.0,0.0,20.3,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.67
TEM,Q110779037,transmission electron microscopy,alias,0,1,0.0,2.3,0.0,2.0,0.0,39.5,0.667,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,32.14
TEM,Q43018,Temple of Ephesian Artemis,none,0,0,3.4,4.53,5.0,0.0,47.2,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.03
TEM,Q6811189,Template:Infobox character,none,0,0,0.0,4.58,2.0,1.0,39.1,20.2,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.05
TEM,Q6919004,Template:Merge,none,0,0,0.0,5.49,1.0,0.0,37.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.92
TEM,Q603255,Percichthyidae,none,0,0,1.1,3.4,1.0,0.0,36.0,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.23
TEM,Q739827,Tém,none,0,0,1.1,2.3,1.0,0.0,40.3,0.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.58
TEM,Q7444259,Template:Compact TOC,none,0,0,0.0,5.06,1.0,0.0,37.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.71
TEM,Q1053973,temptation,none,0,0,6.8,3.76,0.0,2.0,0.0,41.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,14.6
TEM,Q19281,Tem,none,0,0,0.0,2.71,1.0,0.0,41.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.56
TEM,Q13384512,Template:Infobox lighthouse,none,0,0,0.0,4.01,1.0,0.0,25.7,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.06
TEM,Q1517587,Témiscouata,none,0,0,1.1,2.4,1.0,0.0,28.9,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.85
TEM,Q999473,Temora,none,0,0,2.3,2.56,2.0,0.0,38.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.99
TEM,Q18047858,PLXDC2,none,0,0,2.3,1.95,1.0,2.0,22.4,30.5,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.67
TEM,Q14888544,temperature homeostasis,none,0,0,2.3,0.0,1.0,3.0,41.0,38.7,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.55
TEM,Q68816637,Temple,none,0,0,1.1,0.69,1.0,0.0,29.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.8
TEM,Q5547386,Template:User de-2,none,0,0,0.0,5.73,1.0,0.0,22.8,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.89
TEM,Q7000262,Template:Country data Mauritania,none,0,0,0.0,4.73,1.0,0.0,12.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.29
TEM,Q842400,temples of Kwan Tai,none,0,0,1.1,1.95,0.0,2.0,0.0,38.2,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.34
TEM,Q18615962,Temnaspis,none,0,0,1.1,2.08,1.0,0.0,36.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.56
TEM,Q6602990,Template:Spaces,none,0,0,0.0,5.29,1.0,0.0,37.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.82
TEM,Q6091158,Template:Days of the week,none,0,0,2.3,5.2,1.0,0.0,28.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.41
TEM,Q622088,Temnitztal,none,0,0,1.1,3.5,1.0,0.0,20.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.11
TEM,Q7670676,Template:Country data Singapore,none,0,0,0.0,4.92,2.0,0.0,38.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.45
TEM,Q7169254,Template:BCDB title,none,0,0,0.0,3.81,1.0,0.0,37.8,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.08
TEM,Q7668142,Template:Country data Oman,none,0,0,0.0,4.74,1.0,0.0,12.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.29
TEM,Q16884395,Templeman,none,0,0,0.0,1.39,1.0,0.0,33.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.83
TEM,Q325555,Recaș,none,0,0,1.1,3.43,1.0,0.0,28.8,0.0,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.92
TEM,Q18045563,TNMD,alias,0,1,2.3,1.61,1.0,2.0,22.4,30.5,0.333,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,35.38
TEM,Q6307983,Template:User pt-2,none,0,0,0.0,4.88,1.0,0.0,22.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.47
TEM,Q7841462,triethylenemelamine,alias,0,1,0.0,2.08,1.0,2.0,33.2,38.6,0.143,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,29.24
TEM,Q15914744,Wang Yeh temple,none,0,0,2.3,0.69,0.0,3.0,0.0,43.9,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.72
TEM,Q7002061,Template:Country data American Samoa,none,0,0,0.0,4.62,1.0,0.0,12.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.23
TEM,Q8938311,Template:Country data Tanzania,none,0,0,0.0,4.75,1.0,0.0,12.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.3
TEM,Q7703234,Template:Country data Eritrea,none,0,0,0.0,4.74,2.0,0.0,38.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.35
TEM,Q6550540,Template:Country data Somaliland,none,0,0,0.0,4.58,2.0,0.0,38.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.28
TEM,Q28528875,Template:Geographical links,none,0,0,0.0,0.69,1.0,0.0,37.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.52
TEM,Q1757885,Temnostoma,none,0,0,1.1,2.56,1.0,0.0,36.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.81
TEM,Q16970,église,none,0,0,0.0,5.15,1.0,9.0,21.3,45.5,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.1
TEM,Q842402,mandir,none,0,0,0.0,4.04,0.0,2.0,0.0,38.2,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.39
TEM,Q44539,temple,none,0,0,0.0,4.75,0.0,4.0,0.0,49.1,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.17
TEM,Q34627,synagogue,none,0,0,1.1,4.83,0.0,14.0,0.0,36.7,0.154,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,12.93
TEM,Q175166,tempera,none,0,0,0.0,4.2,0.0,4.0,0.0,48.8,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.39
TEM,Q5393308,temple bouddhiste,none,0,0,0.0,3.47,0.0,11.0,0.0,41.2,0.167,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.16
TEM,Q425088,témozolomide,none,0,0,0.0,3.4,1.0,2.0,33.2,37.4,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.08
TEM,Q83404,Timișoara,none,0,0,0.0,4.74,5.0,0.0,44.3,0.0,0.1,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.12
TEM,Q1420239,université Temple,none,0,0,0.0,3.58,3.0,0.0,44.6,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.84
TEM,Q2635276,Temps immémorial,none,0,0,3.4,2.64,2.0,0.0,32.1,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.33
TEM,Q11471,temps,none,0,0,0.0,5.52,2.0,5.0,41.6,46.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.15
TEM,Q158106,arrondissement de Tempelhof-Schöneberg,none,0,0,0.0,3.76,1.0,0.0,20.6,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.09
