kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,w_ctx,w_sl,w_p31,w_p279,w_ctx_p31,w_ctx_p279,w_alias_inv,bonus_label,bonus_alias,total
pleistocene,Q106767818,"Pleistocene Epoch, Australia",none,0,0,0.5,0.0,1.0,0.0,19.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.57
pleistocene,Q106774619,"Pleistocene Epoch, New Jersey",none,0,0,0.5,0.0,1.0,0.0,19.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.57
pleistocene,Q2710152,Panthera onca augusta,none,0,0,0.5,2.4,1.0,0.0,12.6,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.7
pleistocene,Q2710439,Panthera onca mesembrina,none,0,0,0.0,2.08,1.0,0.0,12.6,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.97
pleistocene,Q117084638,Pleistocene,label,1,0,0.0,0.69,1.0,0.0,14.5,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,29.09
pleistocene,Q20720501,Canis latrans orcutti,none,0,0,0.0,1.79,1.0,0.0,12.6,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.32
pleistocene,Q28182554,Pleistocene New Zealand sea lion,none,0,0,0.0,1.39,1.0,0.0,12.6,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.62
pleistocene,Q122934793,Pleistocene Skeleton,none,0,0,0.0,0.0,1.0,0.0,10.4,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.9
pleistocene,Q77015485,Pleistocene Monarchs,none,0,0,0.0,0.0,1.0,0.0,30.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.11
pleistocene,Q492596,Chibanien,none,0,0,1.9,3.43,2.0,0.0,22.7,0.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.71
pleistocene,Q498831,Pléistocène supérieur,none,0,0,2.9,3.33,2.0,0.0,22.7,0.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.81
pleistocene,Q444693,Pléistocène inférieur,none,0,0,1.9,2.77,2.0,0.0,12.3,0.0,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.42
pleistocene,Q110655160,Pléistocène moyen,none,0,0,1.4,0.69,2.0,0.0,12.3,0.0,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.8
late glacial,Q2741484,Late Glacial Maximum,none,0,0,0.0,1.95,1.0,0.0,14.5,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.92
late glacial,Q109676376,Late Glacial fire and nitrogen dynamics at lacustrine sites in Alabama and Michigan: Evidence of an acid rain event?,none,0,0,0.0,0.0,1.0,0.0,13.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.94
glacier rocheux,Q884736,rock glacier,alias,0,1,1.9,2.77,0.0,5.0,0.0,33.0,0.333,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,40.02
glacier rocheux,Q3108377,Laurichard Glacier,none,0,0,1.9,1.39,1.0,0.0,37.7,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.18
tardiglaciaire,Q2741484,Late Glacial Maximum,alias,0,1,0.0,1.95,1.0,0.0,14.5,0.0,0.667,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,29.98
structural dynamics,Q811197,structural dynamics,label,1,0,4.0,2.3,1.0,2.0,23.5,45.6,0.667,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,50.43
structural dynamics,Q106486962,Structural dynamics analysis report Apollo 14 LRRR,none,0,0,1.0,0.0,1.0,0.0,28.0,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.29
uncertainty quantification,Q7882499,uncertainty quantification,label,1,0,5.1,0.69,0.0,3.0,0.0,48.9,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,45.4
uncertainty quantification,Q111026956,Uncertainty Quantification and Assimilation for Efficient Coastal Ocean Forecasting,none,0,0,2.0,0.0,1.0,0.0,25.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.48
uncertainty quantification,Q99980222,Uncertainty Quantification And Design Tools For Robust Organic Rankine Cycles,none,0,0,3.0,0.0,2.0,0.0,35.3,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.59
structural dynamics,Q811197,structural dynamics,label,1,0,8.7,2.3,1.0,2.0,28.9,53.0,0.667,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,64.66
structural dynamics,Q106486962,Structural dynamics analysis report Apollo 14 LRRR,none,0,0,5.8,0.0,1.0,0.0,29.5,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.05
global modes,Q63368576,Global Modelling of Aerosols and Chemistry in Support of SOLAS-UK,none,0,0,5.8,0.0,2.0,0.0,40.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.96
computational model,Q1122506,computational model,label,1,0,5.8,2.2,0.0,6.0,0.0,45.8,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,58.1
computational model,Q105698420,Computational Modeling of Objects Represented in Images,none,0,0,2.9,0.0,1.0,0.0,39.1,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.67
computational model,Q16950320,COMBINE,none,0,0,8.7,1.1,1.0,0.0,20.6,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,13.99
computational model,Q113582117,Computational Models in Language and Speech Workshop (CMLS 2020),none,0,0,2.9,0.0,1.0,0.0,10.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.38
computational model,Q113583229,Computational Models in Language and Speech Workshop (CMLS 2018),none,0,0,2.9,0.0,1.0,0.0,10.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.38
computational model,Q106331602,"Computational Modelling of Objects Represented in Images - Fundamentals, Methods and Applications III, Third International Symposium, CompIMAGE 2012, Rome, Italy, September 5-7, 2012",none,0,0,4.3,0.0,1.0,0.0,40.9,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.43
computational model,Q106331604,"Computational Models of Argument - COMMA 2012, Vienna, Austria, September 10-12, 2012",none,0,0,1.4,0.0,1.0,0.0,40.9,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.95
computational model,Q106243093,"Computational Modeling of Objects Presented in Images. Fundamentals, Methods, and Applications - 4th International Conference, CompIMAGE 2014, Pittsburgh, PA, USA, September 3-5, 2014",none,0,0,4.3,0.0,1.0,0.0,40.9,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.43
computational model,Q106243091,"Computational Modeling of Objects Presented in Images. Fundamentals, Methods, and Applications - 5th International Symposium, CompIMAGE 2016, Niagara Falls, NY, USA, September 21-23, 2016",none,0,0,4.3,0.0,1.0,0.0,40.9,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.43
computational model,Q113095709,computational modelling and simulation in earth sciences,none,0,0,4.3,0.0,1.0,3.0,28.9,43.6,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.46
computational model,Q105695465,Computational Models of Argument,none,0,0,1.4,0.0,1.0,0.0,39.1,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.93
computational model,Q111382150,CMGS database (CMGSDB),none,0,0,2.9,0.0,1.0,0.0,20.6,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.98
computational model,Q46405782,"Computational modeling, docking and molecular dynamics of the transcriptional activator ComA bound to a newly-identified functional DNA binding site.",none,0,0,8.7,0.0,1.0,0.0,28.4,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,14.52
computational model,Q63365808,Computational modelling for nuclear reactor thermal hydraulics,none,0,0,1.4,0.0,2.0,0.0,40.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.74
computational model,Q106243094,"Computational Modeling of Objects Represented in Images, Second International Symposium, CompIMAGE 2010, Buffalo, NY, USA, May 5-7, 2010",none,0,0,2.9,0.0,1.0,0.0,40.9,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.69
frequency range,Q16023911,radio frequency range,alias,0,1,4.3,3.18,0.0,7.0,0.0,42.8,0.222,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,50.17
vibroacoustic,Q9190385,Vibroacoustic disease,none,0,0,0.0,1.39,1.0,3.0,34.5,48.2,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.02
vibroacoustic,Q7924691,Vibroacoustic stimulation,none,0,0,1.0,1.39,0.0,2.0,0.0,40.2,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.44
vibration,Q3695508,vibration,label,1,0,2.0,4.01,1.0,3.0,26.0,38.7,0.667,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,52.67
vibration,Q2031871,vibration white finger,none,0,0,0.0,2.56,1.0,4.0,34.5,45.1,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.05
vibration,Q19883016,Vibration,label,1,0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,26.53
vibration,Q3556810,Vibration,label,1,0,1.0,1.1,1.0,0.0,27.0,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,34.05
vibration,Q108467928,vibration,label,1,0,1.0,0.69,1.0,2.0,26.7,31.7,0.667,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,34.72
vibration,Q78236821,vibration damping,none,0,0,2.0,0.0,0.0,2.0,0.0,40.5,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.97
vibration,Q26373241,Vibration,label,1,0,1.0,0.0,1.0,0.0,29.4,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,29.71
vibration,Q107542035,Vibration,label,1,0,1.0,0.0,1.0,0.0,17.4,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,29.44
vibration,Q59567070,Vibration,label,1,0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,26.53
vibration,Q64790929,Vibration,label,1,0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,26.53
vibration,Q3305953,Vibration control (earthquake engineering),none,0,0,0.0,1.79,0.0,2.0,0.0,30.8,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.34
vibration,Q105637294,density of vibrational states,none,0,0,1.0,0.0,0.0,2.0,0.0,39.3,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.49
vibration,Q101652899,Vibrations,none,0,0,1.0,0.0,1.0,0.0,22.4,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.25
vibration,Q19887023,Vibrational Structure from a Circle Series B,none,0,0,2.0,0.0,1.0,0.0,24.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.49
vibration,Q102976709,"Vibrations/Metaphors, from the Revolutions Per Minute (The Art Record)",none,0,0,2.0,0.0,1.0,0.0,25.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.5
vibration,Q66318425,Vibration and Tolerance Test (NAID 81438727),none,0,0,3.1,0.0,1.0,0.0,34.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.82
vibration,Q20193595,Vibrations of Aurora,none,0,0,2.0,0.0,1.0,0.0,24.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.49
vibration,Q2257794,vibratory conveyor,none,0,0,4.1,0.69,0.0,2.0,0.0,27.9,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.67
vibration,Q77582803,"Vibration des adjacents rouge-bleu, fond violet",none,0,0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.04
vibration,Q109968206,vibration isolation,none,0,0,1.0,2.08,1.0,7.0,24.6,49.8,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.91
vibration,Q7924648,vibration galvanometer,none,0,0,0.0,1.39,0.0,2.0,0.0,17.1,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.03
vibration,Q7924692,vibromassage,none,0,0,3.1,1.1,0.0,3.0,0.0,44.9,0.2,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.98
vibration,Q15846913,vibrational spectroscopy,none,0,0,2.0,1.1,1.0,2.0,25.1,38.5,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.56
vibration,Q86750626,Vibrations,none,0,0,1.0,0.69,1.0,0.0,33.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.7
vibration,Q70906,spectroscopie infrarouge,none,0,0,4.1,3.81,0.0,2.0,0.0,42.2,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.09
vibration,Q900121,Vibration moléculaire,none,0,0,0.0,3.0,0.0,5.0,0.0,44.7,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.36
vibration,Q927160,Vibrations vocales,none,0,0,2.0,2.08,1.0,2.0,31.0,12.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.9
vibration,Q87577856,📳,none,0,0,0.0,0.69,2.0,0.0,34.5,0.0,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.29
vibration,Q31009,stabilisation d'image,none,0,0,2.0,3.18,1.0,4.0,18.0,46.1,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.54
vibration,Q5647138,vibrations mains-bras,none,0,0,2.0,1.1,0.0,3.0,0.0,41.9,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.63
vibration,Q328835,somesthésie,none,0,0,0.0,4.01,0.0,2.0,0.0,32.4,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.96
vibration,Q115742480,Vibration,label,1,0,0.0,0.0,2.0,0.0,34.4,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,28.76
vibration,Q3556859,vibreur,none,0,0,0.0,2.77,0.0,3.0,0.0,32.2,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.44
vibration,Q1671046,plate-forme vibrante,none,0,0,1.0,2.4,0.0,2.0,0.0,35.9,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.91
vibration,Q134470333,vibrations latérales des passerelles sous l'effet des piétons,none,0,0,2.0,0.69,0.0,3.0,0.0,47.7,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.98
vibration,Q2521791,Vibrating alert,none,0,0,2.0,2.08,1.0,3.0,30.7,47.7,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.78
vibration,Q67955745,vibration monochromatique,none,0,0,0.0,0.0,0.0,2.0,0.0,38.2,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.01
vibration,Q26329945,Vibrations professionnelles en fonderie,none,0,0,1.0,0.0,1.0,0.0,25.4,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.28
vibration,Q15852805,Bol vibrant,none,0,0,3.1,2.08,0.0,4.0,0.0,45.8,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.98
vibration,Q1530642,Tribofinition,none,0,0,4.1,1.61,1.0,2.0,25.1,40.2,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.28
vibration,Q47523545,Vibration VIII,none,0,0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.04
uncertainty quantification,Q7882499,uncertainty quantification,label,1,0,6.1,0.69,0.0,3.0,0.0,48.3,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,48.61
uncertainty quantification,Q111026956,Uncertainty Quantification and Assimilation for Efficient Coastal Ocean Forecasting,none,0,0,4.1,0.0,1.0,0.0,24.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.94
uncertainty quantification,Q99980222,Uncertainty Quantification And Design Tools For Robust Organic Rankine Cycles,none,0,0,4.1,0.0,2.0,0.0,35.6,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.85
uncertainty quantification,Q7882499,uncertainty quantification,label,1,0,6.6,0.69,0.0,3.0,0.0,51.8,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,50.09
uncertainty quantification,Q111026956,Uncertainty Quantification and Assimilation for Efficient Coastal Ocean Forecasting,none,0,0,4.4,0.0,1.0,0.0,25.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.33
uncertainty quantification,Q99980222,Uncertainty Quantification And Design Tools For Robust Organic Rankine Cycles,none,0,0,4.4,0.0,2.0,0.0,39.1,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.27
neural networks,Q192776,artificial neural network,none,0,0,7.4,4.37,1.0,9.0,23.9,44.8,0.071,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,18.04
neural networks,Q14565187,IEEE Neural Networks Pioneer Award,none,0,0,2.1,0.69,1.0,0.0,36.5,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.04
neural networks,Q26376287,"Neural networks for processing data from multiple redundant sensors for mine systems management, operation, maintenance, and control",none,0,0,5.3,0.0,1.0,0.0,24.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.36
neural networks,Q65383351,Neural Networks and Language Recovery in Aphasia From Stroke: fMRI Studies,none,0,0,4.2,0.0,1.0,0.0,28.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.14
neural networks,Q60892611,Neural networks in chemical reaction dynamics,none,0,0,3.2,0.0,1.0,0.0,15.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.74
neural networks,Q43283,circuit neuronal,alias,0,1,3.2,3.61,0.0,2.0,0.0,41.3,1.0,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,49.54
neural networks,Q28854771,neural network,label,1,0,2.1,0.0,0.0,2.0,0.0,19.4,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,31.7
neural networks,Q96072451,network pruning,none,0,0,5.3,1.39,0.0,1.0,0.0,23.9,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.0
neural networks,Q24895600,AI accelerator,none,0,0,4.2,3.09,1.0,9.0,23.5,46.5,0.1,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,13.71
neural networks,Q17004595,neural network software,none,0,0,5.3,1.61,1.0,0.0,16.7,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,11.09
neural networks,Q110404576,neural network model,none,0,0,3.2,0.0,0.0,5.0,0.0,51.1,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.2
neural networks,Q12811862,neural network,label,1,0,4.2,3.18,0.0,3.0,0.0,47.7,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,54.8
robust optimization,Q2160088,robust optimization,label,1,0,3.1,1.95,0.0,2.0,0.0,35.6,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,44.8
bayesian inference,Q812535,Bayesian inference,label,1,0,9.8,3.61,0.0,5.0,0.0,50.9,0.182,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,72.96
bayesian inference,Q4874472,Bayesian inference in phylogeny,none,0,0,8.5,2.2,0.0,3.0,0.0,51.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,16.56
bayesian inference,Q102054476,Bayesian inference for dependent chains applied to neural phenomena,none,0,0,3.7,0.0,1.0,0.0,28.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.48
bayesian inference,Q4874471,Bayesian inference in motor learning,none,0,0,1.2,0.69,0.0,3.0,0.0,51.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.02
bayesian inference,Q4874473,Bayesian inference using Gibbs sampling,none,0,0,1.2,0.69,1.0,3.0,31.7,51.6,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.14
bayesian inference,Q135102253,Bayesian inference for Plackett-Luce ranking models,none,0,0,2.4,0.0,1.0,0.0,28.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.01
uncertainty quantification,Q7882499,uncertainty quantification,label,1,0,8.1,0.69,0.0,3.0,0.0,48.5,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,54.44
uncertainty quantification,Q111026956,Uncertainty Quantification and Assimilation for Efficient Coastal Ocean Forecasting,none,0,0,3.2,0.0,1.0,0.0,33.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.0
uncertainty quantification,Q99980222,Uncertainty Quantification And Design Tools For Robust Organic Rankine Cycles,none,0,0,4.8,0.0,2.0,0.0,42.0,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.83
monocristallin,Q754943,single crystal,none,0,0,5.5,3.53,0.0,4.0,0.0,49.4,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,14.17
microstructure,Q1498213,microstructure,label,1,0,1.6,3.04,1.0,3.0,27.3,42.6,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,48.85
microstructure,Q1431442,microreactor,none,0,0,1.6,2.3,0.0,2.0,0.0,34.1,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.71
microstructure,Q6481705,lamellar structure,none,0,0,1.6,1.61,1.0,4.0,19.3,43.5,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.94
microstructure,Q104522312,Microstructures,none,0,0,0.0,0.0,1.0,0.0,28.4,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.08
microstructure,Q77076988,Microstructure and Pores,none,0,0,2.4,0.0,1.0,0.0,23.9,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.87
microstructure,Q106045641,microstructure,label,1,0,7.1,0.0,0.0,2.0,0.0,27.2,0.5,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,46.8
microstructure,Q107973476,Microstructure of Ingestive Behavior and Body Weight Loss After Roux-en-Y Gastric Bypass,none,0,0,3.9,0.0,1.0,0.0,22.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.75
